ID,Nome,Artista,Letra
6293,Segredo,KayBlack,"Ah, yeah, yeah, yeah (que o beat do Wall, ele não é à toa)
Ah, yeah, yeah
Eu sei que eu não aparento ser
O cara certo pra você
Mas sempre que nós se tromba
Desperta a loucura e o tesão
Nem tava pensando em me envolver
Mas o que é que eu vou dizer
Se as suas amiga fala que eu não presto
E você só dá razão? Então
Se quiser acreditar, tudo bem
Se quiser me visitar, você vem
Se quiser em segredo, eu te faço segredo
Prometo, também não conto pra ninguém
Respira forte pro meu ouvido, vem
Que eu tiro a sua calcinha de renda
Jeito de santa, mas não me engana e sabe me satisfazer
E o que ninguém sabe, ninguém estraga
Adoro essa marra que faz quando tem alguém por perto
Nunca desce do salto, só lá em casa
Gemendo, acorda todo o prédio
E na rua nem demonstra afeto
Na cama, eu sou seu predileto
Que te fode sempre no (shh)
No quieto, de quatro ou de lado
Ela pede pra me obedecer
Pede que eu bato, que eu boto pressão até a perna dela tremer
Prioridade é só te dar prazer
Verdade, eu nem presto, bebê
Mas deixa quem quiser falar
Que fale, que fale
Se quiser acreditar, tudo bem
Se quiser me visitar, você vem
Se quiser em segredo, eu te faço segredo
Prometo, também não conto pra ninguém
Se quiser acreditar, tudo bem
Se quiser me visitar, você vem
Se quiser em segredo, ahn
Eu prometo, também não conto pra ninguém"
6294,Johnny Angel,Shelley Fabares,"Johnny Angel ..
Johnny Angel ..
Johnny Angel ..
Johnny Angel ..
You're an angel to me
Johnny Angel
How I love him
He's got something that I can't resist
But he doesn't even know that I exist
Johnny Angel
How I want him
How I tingle when he passes by
Everytime he says hello
My heart begins to fly
I'm in heaven
I get carried away
I dream of him and me
And how it's gonna be
Other fellas
Call me out for a date
But I just sit and wait, I'd rather concentrate
On Johnny Angel
'Cause I love him
And I pray that someday he'll love me
And together we will see how lovely heaven will be
I'm in heaven
I get carried away
I dream of him and me
And how it's gonna be
Other fellas
Call me out for a date
But I just sit and wait, I'd rather concentrate
On Johnny Angel
'Cause I love him
And I pray that someday he'll love me
And together we will see how lovely heaven will be
Johnny Angel ..
Johnny Angel ..
Johnny Angel ..
Johnny Angel ..
You're an angel to me(x2)"
6295,O Arlequim de Toledo (L'Arlequin de Tolède),Ângela Maria,"Eu conheci na Espanha
O arlequim de Toledo
Uma figura estranha
Sua vida, um segredo
Dos seus amores fatais
Falavam todas com medo
Dos seus amores fatais
Falavam todas com medo
Dizem que os seus beijos são tentadores
Dizem já conquistaram muitos amores
Dizem que teus carinhos eram ternuras
Mas que se transformavam numa loucura
Eu conheci na Espanha
O arlequim de Toledo
Uma figura estranha
Sua vida um segredo
Em cada canto, um amor
Em cada amor, um enredo
Em cada canto, um amor
Em cada amor, um enredo
E numa noite cheia de encantamento
Eu também conheci para o meu tormento
Aquele louco amor que guardo em segredo
O louco arlequim, arlequim de Toledo"
6296,Estou Louco,Chiquititas,"Não sei o que acontece comigo
Você era só meu amigo
Não sei se te passa o mesmo
E também se amarrou tanto em mim
Eu sei o que se passa comigo
Meu corpo não sabe mentir
Te olho e te chamo
Te sinto na pele
Não deixo um segundo de pensar em ti
Estou louco (louca)
Fiquei louco (louca)
Num segundo
Fugiste de mim
E eu penso em você
Te imagino correndo
Cabelos ao vento
Me beija dizendo
Que louca estou
Louco por ti
Uh, louca por ti
Não sei o que será do amanhã
Hoje é um dia especial
Ainda em meu corpo seu beijo
Me queima mais que o Sol
Eu sei o que será dessa espera
Nós dois numa mesma emoção
Sentir sua pele
Incendiar o meu corpo
Seremos um só coração
Estou louco (louca)
Fiquei louco (louca)
Num segundo
Fugiste de mim
E eu penso em você
Te imagino correndo
Cabelos ao vento
Me beija dizendo
Que louca estou
Louco por ti
Estou louco (louca)
Fiquei louco (louca)
Num segundo
Fugiste de mim
E eu penso em você
Te imagino correndo
Cabelos ao vento
Me beija dizendo
Que louca estou
Louco por ti
Uh, louca por ti
Louco por ti"
6297,"365 Dias (Vida Mansa) (part. MC Ryan SP, MC Jvila, MC Magal, MC Bruno MS, MC LUUKY e Aaron Modesto)",MC Marks,"[MC Marks]
365 dias
325 na água
[MC Jvila]
Já faz mó tempão que eu tô na rua
Vai ter altos e baixo na aventura
Não quero saber de nada
Nem sinto mais a falta da minha casa, yeah
Já faz mó tempão que eu tô na rua
Vai ter altos e baixo na aventura
Não quero saber de nada
Nem sinto mais a falta da minha casa, yeah
Tá na noite, malandra
Adora se envolver com malandro, né?
Cê gosta de quem banca
Hoje nóis que vai te fazer mulher
É a tropa que espanca
Vem mais uma milha pra conta
Mais três ponto pra banca
(Ai, JVila, eu quero andar de lancha)
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança que nem criança
Um brinde à vida, nóis é a liderança, é a liderança
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança que nem criança
Um brinde à vida, nóis é a liderança, liderança
[MC Ryan SP]
Mergulho no mar, purifico a minha alma
Pé na areia, sete pulo e um desejo lindo
Paz pra minha família e a mesa sempre farta
Pode avisar que esse ano eu fico rico
E a maresia encontra com a maré mansa
Nóis comemora e a ferrete quebra a onda
Fim do calendário, eu risquei o mês dezembro
Mais um milionário, se eu fui pobre, eu nem me lembro
E a maresia encontra com a maré mansa
Nóis comemora e a ferrete quebra a onda
Fim do calendário, eu risquei o mês dezembro
Mais um milionário, se eu fui pobre, eu nem me lembro
Dia triste pra quem duvidou
Olha só nóis tocando um robô
Escolho no mar qual a lancha que eu vou
E cê não vai colar com nóis, bebê
Com a liderança
É liderança, uh
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança que nem criança
Um brinde à vida, nóis é a liderança
E aí, Marks? Passa a visão então
[MC Marks]
Jogadão pelas alameda da vida
Equilíbrio quando esse barco balança
É que eu tô no piloto
Tenho que persistir mais um pouco
Calma, a maré tá mudando
Tô pra mudar esse jogo
365 dias
325 na água
Comemorando a breve calmaria
Jogadão lá em Angra, olha os quebrada
Deixa, deixa
Dizer o que eu penso dessa vida, vida
Eu vou desabafar com o meus quebrada
Comemorar um pouco das minhas conquista, insista
Eu vou estourar champanhe nessa virada
Deixa, deixa
Dizer o que eu penso dessa vida, vida
Eu vou desabafar com o meus quebrada
Comemorar um pouco das minhas conquista, insista
(Eu vou estourar champanhe nessa virada)
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança que nem criança
Um brinde à vida, à nossa liderança, a liderança
[Aaron Modesto]
Final desse ano
Prometo, vai ser diferente
Deus vai cuidar dos meus planos
E aquela casa do sonho que eu tanto desejava, vai (uh-yeah)
Maresia tranquiliza o nego
À deriva no mar com umas treze
E ela sabe que não é segredo
Nem sou pescador e ela caiu na rede
Com a lancha no mar e nóis tá na bagunça
Tem que saber viver, né? Porque a vida é curta
Com certeza
Que nóis sabe desfrutar dessa louca vida
É que o gordin chamou e nóis tá em Maresias (ahn)
É só pra você ver como esse mundo gira
(Eu durmo e acordo e tô na roncaria)
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança igual criança
Um brinde à vida, nóis é a liderança
(Uh-yeah, uh-yeah) (uh)
[MC Magal]
Desde menorzin
Sonho com a riqueza
Pois a lei da atração
Me afasta da tristeza
Programado pra vencer e enfrentar o mundão lá fora
A maré leva tudo de ruim, o resto nóis desenrola
Joga a lancha no mar
Não quero saber mais de nada, bota a carne pra assar
É lazer com meus quebrada
Acelerar meu jet
É minha terapia
Não sei que dia é hoje
Mas hoje é o meu dia
Contemplando essa vista linda, o menor tem vida de luxo
No meio do mar o coro tá comendo, acaba com tudo
Espirradão de lança
Ela jogando a pussy
Nóis tá parando Angra
E minha tropa avança-ça-ça-ça
Nóis tá curtindo a lombra-bra-bra-bra
Nóis tá tirando onda
Nóis tá tirando onda
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra (uh-yeah)
Com doce, ela dança que nem criança (que nem criança)
Um brinde à vida, nóis é a liderança (liderança)
[MC Bruno MS]
Na paz do céu, os menorzin contando à reveria
Falsos amores deu poder que antes nunca tinha
Louca pra vir se jogar, essas bandida abusa
Eu venho em prol da curtição e não me apego em puta
Essas loucas quer me ter, mas esfriou meu amor
Essa maré de ilusão, só tubarão e não tem pescador
Deixa três ponto pro time mais tarde
Marcada na capa, eu ainda vejo o destino
Vai ser em Angra dos Reis
Eu só volto se nóis ficar liso
E as maresia percorrendo no ar
Meus sentimentos ninguém compartilhar
Nas ondas de som eu sei bem navegar
Contando e gastando notas de lobo-guará
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança que nem criança
Um brinde à vida, nóis é a liderança, liderança
[MC LUUKY]
Com o pé na areia nóis vai
Várias sereia cai na rede do pai
Pensando de como a vida é tão boa
Levando uma, nóis não tá à toa
Se a família tá bem, nóis tá bem
Pureza no coração
Sempre com as melhores mulheres
Subindo meu voucher no mar do Paizão
Nunca tirei o pé do chão
Vejo só como se fosse
Lembro quando eu pedia por todas as coisas que eu tenho hoje
Só gratidão
Muita fé e resiliência
Foda-se o que eles pensa
Deixa o cavalo correr
Tendo dinheiro
Mas não mudei minha essência
Então pra confirmar
Esse ano é Jurerê
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança que nem criança
Respeita que nóis é a liderança, ahn
[MC Jvila]
Um brinde à vida mansa
Nóis tá com o barco atracado em Angra
Com doce, ela dança que nem criança
Um brinde à vida mansa, nóis é a liderança, liderança
[MC LUUKY]
Um brinde à vida mansa, iá
Nóis tá com o barco atracado em Angra
Hah
Esse é o DJ Dael
E o Japa NK
(Sabe quem é? Esse é o DJ Dael)
(É o Japa NK tá, vida?)"
6298,O Barquinho,Nara Leão,"Dia de luz, festa de Sol
E o barquinho a deslizar
No macio azul do mar
Tudo é verão, o amor se faz
No barquinho pelo mar
Que desliza sem parar
Sem intenção, nossa canção
Vai saindo desse mar
E o Sol
Beija o barco e luz
Dias tão azuis
Volta do mar, desmaia o Sol
E o barquinho a deslizar
E a vontade de cantar
Céu tão azul, ilhas do sul
E o barquinho, coração
Deslizando na canção
Tudo isso é paz
Tudo isso traz
Uma calma de verão
E então
O barquinho vai
E a tardinha cai
O barquinho vai
E a tardinha cai
Volta do mar, desmaia o Sol
E o barquinho a deslizar
E a vontade de cantar
Céu tão azul, ilhas do sul
E o barquinho, coração
Deslizando na canção
Tudo isso é paz
Tudo isso traz
Uma calma de verão
E então
O barquinho vai
E a tardinha cai
O barquinho vai
E a tardinha cai
Vai, vai"
6299,Rei do Gatilho,Moreira da Silva,"O rei do gatilho, super bang-bang de Michael Gustav
Com Kid Morengueira, o mais temido pistoleiro de Wichitta
Temido pelos bandidos pois só atirava em nome da lei
O Rei do gatilho!
Começa o filme com o garoto me entregando
Um telegrama do Arizona, onde um bandido de lascar
Um bandoleiro transviado que era o bamba lá da zona
E não deixava nem defunto descansar
Pedia urgente que eu seguisse em seu socorro
A diligência do oeste neste dia ia levar
Vinte mil dólares do banco Águia de Prata
Onde a mocinha costumava me encontrar
[Breque]
Venha urgente, pois estou morta de medo
Só tu poderás salvar-nos
Beijos da tua Mary
Botei na cinta dois revólveres que atiram
Sem que eu precise nem ao menos me coçar
Assobiei para um cavalo que passava do outro lado
E com o bandido mascarado fui lutar
Meti o peito e nem dei bola pro Xerife
Passei direto no Saloon, fui me encostando no balcão
Com o chapéu em cima dos olhos nem dei conta
De que o bandido me esperava a traição
Cuidado, Moreira
Era um índio meu amigo que sabia
Das intenções do bandoleiro contra mim
E advertia o seu amigo do perigo que corria
Devo-lhe a vida, mas isso não fica assim
A essa altura o cabaré em polvorosa
Já tinha um cheiro de cadáver se espalhando
Houve um suspense de matar o Hitchcock
E em close-up pro bandido fui chegando
Parou o show e as bailarinas desmaiaram
Fugiram todos só ficando ele e eu
Ele atirou, eu atirei, e nós trocamos tantos tiros
Que até hoje ninguém sabe quem morreu
Eu garanto que foi ele, ele garante que fui eu
Só sei dizer que a mulher dele hoje é viúva
Que eu nunca fui de dar refresco ao inimigo
Como no filme bang-bang vale tudo
O casamento da viúva foi comigo
[Breque]
Tem um final, mas o final é meio impróprio e eu não digo
Volte na próxima semana se quiser ser meu amigo
Eu de cowboy fico gaiato, mas não fujo do perigo"
6301,Mas Que Nada,Jorge Ben Jor,"Ô ária raiô!
Obá! Obá! Obá!
Ô ária raiô!
Obá! Obá! Obá!
Mas que nada
Sai da minha frente, eu quero passar
Pois o samba está animado
O que eu quero é sambar
Esse samba
Que é misto de maracatu
É samba de preto velho
Samba de pretutu
Mas que nada
Um samba como este tão legal
Você não vai querer
Que eu chegue no final
Ô ária raiô!
Obá! Obá! Obá!
Ô ária raiô!
Obá! Obá! Obá!
Esse samba
Que é misto de maracatu
É samba de preto velho
Samba de Pretutu
Mas que nada
Um samba como este tão legal
Você não vai querer
Que eu chegue no final
Ô ária raiô!
Obá! Obá! Obá!
Ô ária raiô!
Obá! Obá! Obá!"
6302,Sonhar Contigo,Adilson Ramos,"Sonhar contigo por toda vida
Sonhar contigo, meu amor, minha querida
Viver pensando em ti somente
Viver te amando ser só teu eternamente
Este é o meu maior desejo
Tomar tuas mãos, calar tua voz
Num longo beijo
E ter-te sempre bem junto a mim
Viver te amando, ser só teu até o fim
Este é o meu maior desejo
Tomar tuas mãos, calar tua voz
Num longo beijo
E ter-te sempre bem junto a mim
Viver te amando, ser só teu até o fim"
6303,A Volta Por Cima,Ministério Flordelis,"Quem impedirá o agir de Deus?
Eu vou dar a volta por cima
Ele cumpre o que prometeu
Eu vou dar a volta por cima
O que passou, passou, chega de chorar
Eu vou dar a volta por cima
Tudo que eu vivi foi uma lição
Eu vou dar a volta por cima
Olham para mim, já julgando o meu final
Esquecendo que o meu Deus é um Deus sobrenatural
O Deus que dá valor a quem o mundo humilhou
É o Deus que uma virada em minha vida decretou
Às vezes a gente erra tentando acertar
E o nosso nome vira o alvo de quem quer acusar
Mesmo machucados temos que continuar
Quem obedece aqui em baixo
Amanhã por cima vai estar
Quem impedirá o agir de Deus?
Eu vou dar a volta por cima
Ele cumpre o que prometeu
Eu vou dar a volta por cima
O que passou, passou, chega de chorar
Eu vou dar a volta por cima
Tudo que eu vivi, foi uma lição
Eu vou dar a volta por cima
Às vezes a gente erra tentando acertar
E o nosso nome vira o alvo de quem quer acusar
Mesmo machucados temos que continuar
Quem obedece aqui em baixo
Amanhã por cima vai estar
Quem impedirá o agir de Deus?
Eu vou dar a volta por cima
Ele cumpre o que prometeu
Eu vou dar a volta por cima
O que passou, passou, chega de chorar
Eu vou dar a volta por cima
Tudo que eu vivi, foi uma lição
Eu vou dar a volta por cima
Vai virar, vai virar
A página da minha história meu Deus vai virar
Vai virar, vai virar
A página da minha história meu Deus vai virar
Vai virar, vai virar
A página da minha história meu Deus vai virar
Vai virar, vai virar
A página da minha história meu Deus vai virar
Vai virar, vai virar, vai virar, vai virar, vai virar
Quem impedirá o agir de Deus?
Eu vou dar a volta por cima
Ele cumpre o que prometeu
Eu vou dar a volta por cima
O que passou, passou, chega de chorar
Eu vou dar a volta por cima
Tudo que eu vivi, foi uma lição
Eu vou dar a volta por cima"
